English,South Azerbaijani,Evaluation,Fine-grained evaluation,Error severity,Corrected South Azerbaijani translation
"While it's far from a modern phenomenon, most people probably associate it with youth vandalizing public and private property using spray paint.",بو بیر مدرن پدیده دییر اما آداملارن چوخی احتمالا اونی جوانلارن توسطینن انجام اولان اسپری رنگینن عمومی نن شخصی ملکلری خراب ائلماقنان مرتبط بولوللر.,,,,
"However, nowadays there are established graffiti artists, graffiti events and ""legal"" walls. Graffiti paintings in this context often resemble artworks rather than illegible tags.","اما ایندی رسمیته تاننمش دیوارنگاره هنرمندلری، دیوارنگاره مسابقه لری و ""مجاز"" دوارلار وار. دیوارنگاره نقاشیلری بو موقعیتده اوخونمین جمله لرین عوضینه، هنری اثرلره اوخشیللر.",,,,
Boomerang throwing is a popular skill that many tourists want to acquire.,بومرنگ آتماخ بیر طرفدارلی مهارتدی کی چوخ توریستلر ایسدیللر ائله گتسیننر.,,,,
"If you want to learn throwing a boomerang that comes back to your hand, make sure you have a suitable boomerang for returning.",ایه ایسدیسیز بیر بومرنگن آتماقن کی سیزه الیزه قیدر، اورگشسیز، حتما مطمئن اولون بیر مناسب بومرنگ گیترماقا وارزدی.,,,,
Most boomerangs available in Australia are in fact non-returning. It is best for beginners to not try throwing in windy,بومرنگلرین چوخی استرالیادا در واقع قیتمیندیلر. تازه کارلار بهتردی یللی هوادا آتماقی امتحان ائلمسیننر.,,,,
A Hangi Meal is cooked in a hot pit in the ground.,هانگی غذا بیر داغ چولا دا یرده پیشیلر.,,,,
"The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot.",چولا یا بیر اوتن داغ داشلارینن ایسسینپ یا بعضی یرلرده یرین ایسسیسی یری طبیعی صورتده ایستی ائلییر.,,,,
The hangi is often used to cook a traditional roast style dinner.,هانگی چوخ وخلر سنتی کباب سبکینده شامن پیشیرماقنا گؤره استفاده اولار.,,,,
"Several places in Rotorua offer geothermal hangi, while other hangi can be sampled in Christchurch, Wellington and elsewhere.",چوخ یرلر روتورادا یرین ایسسی سی نن ایسینن هانگی ارائه ائلیللر اما آیری هانگی نی کرایستچرچ، ویلینگتوننان آیری یرلرده مزه ائلماق اولار.,,,,
MetroRail has two classes on commuter trains in and around Cape Town: MetroPlus (also called First Class) and Metro (called Third Class).,متروریلن تز تز رفت و آمد ائلیلن قطارلارین کیپ تاونن ایچینده و دوره سینده ایکی درجه سی وار: متروپلاس( کی اونا درجه یک ده دیللر) و مترو(کی اونا درجه سه دیللر).,,,,
"MetroPlus is more comfortable and less crowded but slightly more expensive, though still cheaper than normal metro tickets in Europe.",متروپلاس داها راحات نان خلوت اما بیاز داها باها دی اما هله ده معمولی مترو بلیطلرینن اروپادا اوجوزدی.,,,,
Every train has both MetroPlus and Metro coaches; the MetroPlus coaches are always on the end of the train nearest Cape Town.,هر قطارن پتروپلاسنان مترو واگنلاری وار؛ متروپلاسن واگنلاری همیشه قطارن آخرنده دیلر کی کیپ تاونا یخین دی.,,,,
"Carrying for others - Never let your bags out of your sight, especially when you are crossing international borders.",آیری آداملارا آپارماق-هشواخ گویمیین کیفلریز گوززدن ایته مخصوصا اوواخ کی بین المللی مرزلردن گچسیز.,,,,
"You could find yourself being used as a drug carrier without your knowledge, which will land you in a great deal of trouble.",ممکندی متوجه اولاسز بولمیه بولمیه بیر مواد یر به یر ائلین عنوانندا سیزدن استفاده اولپ کی سیزه چوخ مشکل ایجاد ائلیر.,,,,
"This includes waiting in line, as drug-sniffing dogs could be used at any time without notice.",بو ممکندی صفده منتظر اولان وقته ده شامل اولار چون مواد ایسی چکن ایتلر هر لحظه ممکندی استفاده اولسوننان و سیز متوجه اولمیسیز.,,,,
Some countries have exceedingly draconian punishments even for first time offenses; these can include prison sentences of over 10 years or death.,بعضی مملکتلر حتی بیرمینجی دفعه انجام اولموش جرملرده حد دن آرتخ ظالمانه مجازاتلاری واردی؛ بولار ممکندی10 ایلدن چوخ زندان حکمنه یا اولومه شامل اولاللار.,,,,
Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.,او کیفلر کی اولاردان مواظب اولمیسیز اورلقن هدفی دیلر همده ائلیه بوللر او مسئوللارن توجهن کی بمب خطرنن نیراندلار جلب ائلسیننر.,,,,
"At home, due to this constant exposure to the local germs, odds are very high that you're already immune to them.",وطنیزده بو بومی میکروبلارنان همیشه تماسدا اولماقا گوره، چوخ احتمالی وار کی اولارا گوره ایمن اولموسوز.,,,,
"But in other parts of the world, where the bacteriological fauna are new to you, you're far more likely to run into problems.",اما دنیانن آیری یرلرنده کی باکتری جاندارلار سیزه تازا دلار، داها چوخ امکانی وار مشکله برخورد ائلیسیز.,,,,
"Also, in warmer climates bacteria both grow more quickly and survive longer outside the body.",همده داها ایستی اقلیملرده باکتریلر هم تزتر رشد ایلیللر هم بدنین اشینده داها چوخ دیری قالاللار.,,,,
"Thus the scourges of Delhi Belly, the Pharaoh's Curse, Montezuma's Revenge, and their many friends.",اونا گوره دهلی بلی نین تنبیه لری، فرعونن قارقشی، مونته زومانن انتقامی و اولارن چوخلی دوستلاری اتفاق دوشدی.,,,,
"As with respiratory problems in colder climates, intestinal problems in hot climates are fairly common and in most cases are distinctly annoying but not really dangerous.",اله اوجور کی تنفسی مشکللر سیوخ هوالاردا چوخ رایجدی، ایسی هوالاردادا روده ای مشکللر چوخ رایجدی و چوخ موردلرده چوخ اذیت الین دیلر اما دودان خطرناک دیللر.,,,,
