English,Jinghpaw,Evaluation,Fine-grained evaluation,Error severity,Corrected Jinghpaw translation
"While you may not need a visa for short visits to certain countries as a tourist or for business, going there as an international student generally requires a longer stay than going there just as a casual tourist.",Kaga mungdan nkau mi ni de bu hkawm (sh) amu bungli a matu jahkring jahkra hkawm ai rai yang visa nra ai rai tim jawng ma hku nna sa du na rai yang gaw nga na aten grau galu na rai nga ai.,,,,
"In general, staying in any foreign country for an extended period of time will require you to obtain a visa in advance.","Law malawng, laga mungdan kaw grai na nga yang visa shawng galaw na matu ra ai.",,,,
Student visas generally have different requirements and application procedures from normal tourist or business visas.,Jawng ma visa ni gaw laga hpaga dai nrai sa chyai ai visa galaw ai lam ngut nna ra ai madi shadaw laika ni nbung ma ai.,,,,
"For most countries, you will need an offer letter from the institution you wish to study at, and also evidence of funds to support yourself for at least the first year of your course.","Mungdan law malawng kaw gaw, nang gaw nang hka ja na matu yaw shada ai hpung kaba kaw na shaga laika hpe lu ra na re nna shau htum alat ningshawng shaning hpe madi shadaw na ja gumhpraw sakse mung ra na re.",,,,
"Check with the institution, as well as the immigration department for the country you wish to study in for detailed requirements.",Ahkri ahkrai ra ahkyak ai lam ni hpe nang sa mayu ai mungdan a masha htawt shang dap hte arau hpung kaba ni hku nna jep yu ra ai.,,,,
"Unless you are a diplomat, working overseas generally means that you will have to file income tax in the country you are based in.","Nang sumtsan kasa sha nre yang gaw, mungdan shinggan kaw bungli galaw yang nang nga ai mundan hta hkan nna shang gumhpraw a ahkun hpe jaw bang ra ngu lachyum re.",,,,
"Income tax is structured differently in different countries, and the tax rates and brackets vary widely from one country to another.","Shang gumhpraw ahkun hta ai lam gaw mungdan langai hte langai nbung ai re, ngut nna ahkun manu ni gaw mungdan hte langai grai shai ma ai.",,,,
"In some federal countries, such as the United States and Canada, income tax is levied both at the federal level and at the local level, so the rates and brackets can vary from region to region.","Ginjaw asuya hte mungdaw ni lapran ahkang aya karan masat la ai mungdan, United States hte Canada zawn re ai mungdan nkau mi hkan gaw, shang ai hkangse hpe gaw ginjaw asuya hte seng ai madang hte jau man hte seng ai madang lahkawng yan kaw na hta ai re, dai majaw masat manu hte masat ai lam ni gaw ginra hte ginra shai hkat na re.",,,,
"While immigration check is usually absent or a formality when you arrive in your homeland, customs control can be a hassle.","Na mungdan de bai du wa ai shaloi mying jahpan jep ai lam hta jep ai nga ai (sh) njep ai ma ga ai, ahkun jep shara gaw ndang kalang mai byin wa ai.",,,,
Make sure you know what you can and cannot bring in and declare anything over the legal limits.,Nang lu galaw ai hte nlu galaw ai hpe chye hkra galaw nna hpa hpe mung tara shang masat masa hku nna ndau shana u.,,,,
The easiest way to get started in the business of travel writing is to hone your skills on an established travel blog website.,Bu hkawm laika ka ai hpaga yumga hpe hpang lu na matu grai loi dik ai lam gaw nang na kungkyang ai lam hpe hpang tawn da sai bu hkawm ai lam hte seng ai blog internet laika man hkan garang na la matu rai nga ai.,,,,
"After you become comfortable with formatting and editing on the web, then later, you might create your own website.","Nang gaw web ntsa format jahkrat ai hte jep sharai ai hpe manu ai hku chye wa ai hpang de gaw, na a website hpe nang nang gin shalat wa mai ai.",,,,
Volunteering while travelling is a great way to make a difference but it's not just about giving.,Hkrum lam hkawm let daw jau ai lam gaw sak jaw ai lam sha nre shai ai lam ni hpe mung galaw lu ai re.,,,,
"Living and volunteering in a foreign country is a great way to get to know a different culture, meet new people, learn about yourself, get a sense of perspective and even gain new skills.","Maigan mungdan kaw shanu nga ai hte ap nawng dawjau ai lam galaw ai gaw nbung ai htunghkring ni hpe chye chyang na matu, masha ningnan ni hpe hkrum shaga lu na matu, tinang hkum tinang hkaja la lu na matu, ningmu chyechyang ai lam lu na matu hte hpaji hta kunglet ai lam ningnan ni lu na matu pyi grai laklai ai ladat re.",,,,
It can also be a good way to stretch a budget to allow a longer stay somewhere since many volunteer jobs provide room and board and a few pay a small salary.,Dai gaw gumhpraw njaw ra ai sha grau na hkra lu nga na matu shara langai ngai mai lu nga ai rai nhtawm bungli galaw na nga na gawk jaw ai lam ni hte nkau mi hkan gaw shata shabrai kachyi mi pyi jaw nga ai.,,,,
"Vikings used the Russian waterways to get to the Black Sea and Caspian Sea. Parts of these routes can still be used. Check possible need for special permits, which may be difficult to get.",Viking ni gaw Black Sea hte Caspian sea de du hkra sa na matu Rusia hka lam hpe jai lai wa ai re. Ndai lam a dawchyen nkau myi gaw naw mai jai lang ai re. Lu na matu grai yak ai baw laksan ahkang jaw lakmat a matu byin mai ai jep jen ai lam ni gaw galaw ra na re.,,,,
"The White Sea–Baltic Canal connects the Arctic Ocean to the Baltic Sea, via Lake Onega, Lake Ladoga and Saint Petersburg, mostly by rivers and lakes.","Panglai Hpraw - Baltic Canal gaw hka nu hte nawng malawng kaw na lwi wa ai Onega Nawng, Ladoga Nawng hte Saint Petersburg hkan na sha re nna Arctic Nammuk dara kaw na Baltic Panglai hte matut da ai.",,,,
"Lake Onega is also connected to Volga, so coming from the Caspian Sea through Russia is still possible.",Onega nawng gaw Volga hte matut da ai majaw Caspian panglai hpe lai nna Russia de sa wa ai lam gaw byin mai nga ai.,,,,
Be assured that once you hit the marinas everything will be pretty obvious. You will meet other boat hitchhikers and they will share their information with you.,"Kaja wa teng hkra di u, nang li daru hpe dip hkra dat sai hte gaw yawng yawng gaw grai dan dawng wa na re. Nang laga sanghpaw hkan jawng ai masha ni hte hkrum wa na re ai hte shanhte ni shanhte a shiga ni hpe nang hpe garan gachyan ya na ra ai.",,,,
"Basically you'll be putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar, etc.","Madung gaw nang garum ningtum jaw ya ai lam ni, sanghpaw li hpe madun dan ai lam ni, masha ni shanhte na sanghpaw li hpe kashin shatsawm taw ai lam ni, seng ni hkan shanghpaw li masha ni hte matut mahkai na shakut nga ai lam zawn re ni hpe madun ai ndau laika ni hpe nang law law galaw wa ra na re.",,,,
Try to talk to as many people as possible. After a while everyone will know you and will give you hints as to which boat is looking for someone.,Byin mai ai daram masha law law hte ga shaga lu na matu shakut u. Kachyi mi na ai hpang masha shagu gaw nang hpe chye wa nna gara sang hpaw li gaw masha tam nga ai lam ga machyan ni hpe nang hpe jaw wa na re.,,,,
You should choose your Frequent Flyer airline in an alliance carefully.,Nang ayan jawn ai nbungli hpe sha nang a tsawm sha lata ra ai re.,,,,
"Although you may think it is intuitive to join the airline you fly most, you should be aware that privileges offered are often different and frequent flyer points may be more generous under a different airline in the same alliance.","Nang ayang jawn ai nbungli hpe nang chye la ta tim, shanhte gaw ai lam ni gaw shai ai hpe chye ra ai ngut nna lam langai sha sa ai nbungli nbung ai hta jawn ai ni gaw grau ahkyak ai re.",,,,
"Airlines such as Emirates, Etihad Airways, Qatar Airways & Turkish Airlines have greatly expanded their services to Africa, and offer connections to many major African cities at competitive rates than other European airlines.","Emirates, Etihad Airways, Qatar Airways hte Turkish Airlines zawn re pyenli hpaga hpung ni gaw Africa de shanhte galaw lajang ai lam ni hpe grai nan maden jat wa ai, re nna Africa mare kaba ni de kaga Uropa pyenli hpaga hpung ni hta shingjawng nna manu ni grau hkyam sa ai hku galaw wa ma sai.",,,,
Turkish Airlines flies to 39 destinations in 30 African countries as of 2014.,Turkish Ailines gaw 2014 ning hta Afrika mungdan 30 na shara 39 de htaw sa pyen hkawm lu sai.,,,,
"If you have additional travel time, check to see how your total fare quote to Africa compares with a round-the-world fare.","Lama na nang hkawm chyai na aten shajan lu ai rai yang, Afrika de sa hkawm ai jarit hte mungkan ting gayin hkawm ai jarit shingdaw yu na matu sa wa yu u.",,,,
"Don't forget to add in the extra costs of additional visas, departure taxes, ground transportation, etc. for all those places outside of Africa.","Africa shingan na dai shara yawng a matu mungdan shang lakmat, pru wa hkang se, ga ntsa htaw wa htaw sa lam, sh.r.n a matu shajan hkrat na manu ni hpe bang shalawm na hkum malap.",,,,
"If you want to fly around the world completely in the Southern Hemisphere, the choice of flights and destinations is limited due to the lack of transoceanic routes.","Southern Hemisphere hte mungkan ting pyan mayu ai rai yang, nbungli hte sa na shara hpe grai lata ra na re hpajaw nga yang transoceanic lam nau nga ai majaw re.",,,,
No airline alliance covers all three ocean crossings in the Southern Hemisphere (and SkyTeam covers none of the crossings).,Gara pyenli hpung mung dingda maga na Hemisphere kaw na panglai matsum hpe nlu lai ma ai (hte SkyTeam hpung mung nlu lai ma ai).,,,,
"However, Star Alliance covers everything except the eastern South Pacific from Santiago de Chile to Tahiti, which is a LATAM Oneworld flight.","Hpa wa rai rai, Star Alliance gaw Santiago de Chile to Tahiti ngu ai LATAM mungkan nbungli kaw na Dingda Pacific a sinpraw maga hta lai nna shara shagu de shara la da ai.",,,,
This flight is not the only option if you want to skip the South Pacific and the west coast of South America. (see below),"Lama na nang dingda pacific hte dingda amerika a sinna hkinggau mayan hpe lai kau mayu ai rai yang, lata la mai ai lam gaw ndai pyenli hkawm ai lam sha nre. (Lawu kaw yu u)",,,,
"In 1994, the ethnically Armenian Nagorno-Karabakh region of Azerbaijan waged war against the Azeris.","1994 hta, Azerbaijan a Armenian Nagorno-Karabakh ginra na myu bawng sang gaw Azeris hpe majan baw masai.",,,,
"With Armenian backing, a new republic was created. However, no established nation - not even Armenia - officially recognizes it.","Amenian a madi shadaw ai n-gun hte gumsan magam mungdan ningnan langai gaw de sa lai wa ma ai. Rai timung, daw de hpang na n-ngut ai mundan, Armenia tara shang nmasat ai mungdan rai nga ai.",,,,
Diplomatic arguments over the region continue to mar relations between Armenia and Azerbaijan.,Armenia hte Azerbaijan ni a shara kashun hkat ai lam gaw grai yu ntsawm wa nga ai.,,,,
The Canal District (Dutch: Grachtengordel) is the famous 17th-century district surrounding the Binnenstad of Amsterdam.,Canal Ginwang (Dutch: Grachtengordel) gaw Amsterdam a Binnenstad grup yin hkan tsa ban 17 na mying gumhkawng ai ginwang langai re.,,,,
"The whole district is designated as a UNESCO World Heritage Site for its unique cultural and historical value, and its property values are among the highest of the country.",Dai ginra yawng UNESCO mungkan Sali Wunli a matu shalat maka da hkrum ai lam gaw dai shara a laklai ai htunghking labau a manu ni gaw dai mungdan hta tsaw dik htum ai sutgan arung arai ni rai nga ai majaw mung rai nga ai.,,,,
"Cinque Terre, which means Five Lands, comprises the five small coastal villages of Riomaggiore, Manarola, Corniglia, Vernazza and Monterosso located in the Italian region of Liguria.","Kawng Manga ngu lachyum pru ai Cinque Terre gaw Riomaggiore, Manarola, Corniglia, Vernazza hte Italy ginra a Liguria kaw nga ai Monterosso ni ngu ai hkinggau mayan mare kaji manga pawng hpawm da ai mare re.",,,,
They are listed on the UNESCO World Heritage List.,Ndai shara ni gaw UNESCO Mungkan a Sali wunli Jahpan hta lawm nga ai.,,,,
"Over the centuries, people have carefully built terraces on the rugged, steep landscape right up to the cliffs that overlook the sea.","Lai wa sai century law law hta, masha ni gaw hkraw ni hpe atsawm lung mai ai shara ni shachyaw, lung mai ai lakang ni galaw nna panglai hpe mu lu na matu galaw ma ai.",,,,
"Part of its charm is the lack of visible corporate development. Paths, trains and boats connect the villages, and cars cannot reach them from the outside.","Dai tsawm htap ai lam gaw rawt jat wa ai hpe mu na yak ai lam mung langai rai nga ai. Lam ni, wanleng ni hte hkali ni dai mare ni hte matut tawn ai rai nna mawdaw ni chyawm gaw shinggan hku nmai du nga ai.",,,,
"The varieties of French which are spoken in Belgium and Switzerland differ slightly from the French spoken in France, though they are similar enough to be mutually intelligible.","Belgium hte Switzerland mungdan kaw shaga ai French ga gaw France mungdan kaw tsun ai French ga hte kachyi mi shai ma ai, raitim atsawm sha chye na hkat ma ai.",,,,
"In particular, the numbering system in French-speaking Belgium and Switzerland has some slight peculiarities that are different from the French spoken in France, and the pronunciation of some words is slightly different.",Tup hkrak hta gaw Belgium hte Switzerland na French ga shaga ai ni gaw France mungdan na French ga shaga ai hte kaji mi shai hkat nna gasi nkau nsen shapraw ai hta mung loi shai ma ai.,,,,
"Nevertheless, all French-speaking Belgians and Swiss would have learned standard French in school, so they would be able to understand you even if you used the standard French numbering system.","Raitim mung, French ga tsun ai Belgian hte Swiss ni yang jawng kaw French madang jat jat hpe sharin ra ai re, dai rai jang she shanhte gaw nang lang ai French madang nambat ni hpe chye na ra re.",,,,
